EarthquakeNo,AreaDesc,CountyName,StationName,StationID,SeismicIntensity,EpicenterDistance,EWComponent_pga,NSComponent_pga,VComponent_pga,EWComponent_pgv,NSComponent_pgv,VComponent_pgv,WaveImageURI
114119,臺北市地區,臺北市,陽明山,ANP,1級,51.02,1.35,1.97,1.0,0.08,0.18,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-ANP.gif
114119,雲林縣地區,雲林縣,西螺,C092,2級,188.44,2.04,2.22,1.65,0.15,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-C092.gif
114119,雲林縣地區,雲林縣,草嶺,CHN5,2級,189.52,2.34,2.31,0.7,0.2,0.14,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-CHN5.gif
114119,雲林縣地區,雲林縣,斗六市,WDL,2級,189.92,2.36,1.93,1.31,0.23,0.16,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WDL.gif
114119,雲林縣地區,雲林縣,水林,WSL,2級,227.72,2.68,2.13,0.56,0.22,0.1,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WSL.gif
114119,雲林縣地區,雲林縣,四湖,WSF,2級,219.37,,,,,,,
114119,雲林縣地區,雲林縣,古坑,C168,1級,195.28,1.25,0.79,0.64,0.07,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-C168.gif
114119,雲林縣地區,雲林縣,麥寮,WML,1級,208.6,1.23,0.77,0.96,0.11,0.06,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WML.gif
114119,雲林縣地區,雲林縣,土庫,WTK,1級,203.31,,,,,,,
114119,新北市地區,新北市,烏來,A124,3級,36.03,11.69,11.97,6.46,0.37,0.35,0.19,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-A124.gif
114119,新北市地區,新北市,新店,NHDH,3級,39.83,20.24,16.83,22.53,0.65,1.19,0.43,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NHDH.gif
114119,新北市地區,新北市,新北市,A024,3級,46.56,15.97,14.39,13.0,0.71,1.33,0.4,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-A024.gif
114119,新北市地區,新北市,三峽,NSX,3級,54.46,7.84,11.89,3.9,0.58,0.86,0.35,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NSX.gif
114119,新北市地區,新北市,石門,NSM,3級,55.68,9.73,5.07,4.71,0.28,0.4,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NSM.gif
114119,新北市地區,新北市,五分山,NWF,3級,24.9,,,,,,,
114119,新北市地區,新北市,汐止,NXZ,3級,34.87,,,,,,,
114119,新北市地區,新北市,雙溪,TIPB,2級,13.29,2.82,2.38,1.76,0.18,0.24,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-TIPB.gif
114119,新北市地區,新北市,萬里,NWR,2級,43.72,2.29,3.14,1.36,0.08,0.17,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NWR.gif
114119,新北市地區,新北市,五股,TWS1,2級,54.9,6.92,9.05,8.93,0.22,0.65,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-TWS1.gif
114119,新北市地區,新北市,淡水,NTS,2級,56.18,,,,,,,
114119,花蓮縣地區,花蓮縣,和平,EHP,3級,65.37,14.14,16.39,7.9,0.88,1.31,0.55,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-EHP.gif
114119,花蓮縣地區,花蓮縣,太魯閣,ETL,3級,85.11,10.46,14.81,5.34,0.2,0.4,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-ETL.gif
114119,花蓮縣地區,花蓮縣,西寶,ETLH,3級,86.33,12.63,11.83,8.93,0.55,0.47,0.24,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-ETLH.gif
114119,花蓮縣地區,花蓮縣,鹽寮,EYL,3級,112.73,9.23,6.77,3.13,0.39,0.5,0.17,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-EYL.gif
114119,花蓮縣地區,花蓮縣,秀林,TWD,2級,93.84,2.33,2.65,2.35,0.12,0.11,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-TWD.gif
114119,花蓮縣地區,花蓮縣,花蓮市,HWA,2級,104.76,5.71,5.23,1.85,0.38,0.46,0.17,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-HWA.gif
114119,花蓮縣地區,花蓮縣,銅門,ETM,2級,109.85,4.86,6.32,3.47,0.16,0.17,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-ETM.gif
114119,花蓮縣地區,花蓮縣,水璉,SHUL,2級,126.2,3.53,3.11,2.12,0.21,0.25,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-SHUL.gif
114119,花蓮縣地區,花蓮縣,光復,EGFH,2級,142.98,3.29,2.7,2.35,0.12,0.13,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-EGFH.gif
114119,花蓮縣地區,花蓮縣,石梯坪,F066,1級,160.16,1.53,2.26,0.95,0.08,0.12,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-F066.gif
114119,花蓮縣地區,花蓮縣,紅葉,EHY,1級,163.63,1.9,1.79,1.06,0.06,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-EHY.gif
114119,花蓮縣地區,花蓮縣,玉里,EYUL,1級,180.32,0.78,1.04,0.59,0.11,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-EYUL.gif
114119,花蓮縣地區,花蓮縣,富里,FULB,1級,196.73,2.12,1.31,0.69,0.12,0.11,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-FULB.gif
114119,苗栗縣地區,苗栗縣,南庄,NST,3級,95.23,7.25,8.54,5.86,0.36,0.33,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NST.gif
114119,苗栗縣地區,苗栗縣,竹南,NJN,2級,107.31,4.88,4.95,3.28,0.37,0.19,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NJN.gif
114119,苗栗縣地區,苗栗縣,後龍,B222,2級,111.97,4.87,4.74,4.94,0.37,0.24,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-B222.gif
114119,苗栗縣地區,苗栗縣,三義,NSY,2級,126.4,,,,,,,
114119,苗栗縣地區,苗栗縣,泰安,H176,1級,108.31,1.64,1.64,1.35,0.12,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-H176.gif
114119,苗栗縣地區,苗栗縣,苗栗市,NML,1級,115.06,2.14,2.03,1.89,0.27,0.22,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-NML.gif
114119,苗栗縣地區,苗栗縣,鯉魚潭,TWQ1,1級,128.68,1.37,1.46,1.06,0.13,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-TWQ1.gif
114119,臺東縣地區,臺東縣,成功,CHK,2級,205.1,3.65,3.19,1.3,0.13,0.12,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-CHK.gif
114119,臺東縣地區,臺東縣,長濱,ECB,1級,179.6,2.52,3.33,1.63,0.35,0.14,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-ECB.gif
114119,臺東縣地區,臺東縣,海端,EHD,1級,204.95,0.95,1.05,0.71,0.06,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-EHD.gif
114119,臺東縣地區,臺東縣,利稻,ELD,1級,208.23,1.26,1.3,0.8,0.07,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-ELD.gif
114119,臺東縣地區,臺東縣,東河,EDH,1級,220.4,2.25,2.57,1.3,0.06,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-EDH.gif
114119,臺東縣地區,臺東縣,池上,ECS,1級,210.08,1.25,1.6,0.78,0.14,0.19,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-ECS.gif
114119,臺東縣地區,臺東縣,鹿野,LONT,1級,232.87,0.83,0.55,0.32,0.07,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-LONT.gif
114119,臺東縣地區,臺東縣,蘭嶼,LAY,1級,317.38,1.18,1.26,0.38,0.06,0.06,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-LAY.gif
114119,彰化縣地區,彰化縣,彰化市,WCHH,2級,163.23,4.04,3.85,1.69,0.15,0.1,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WCHH.gif
114119,彰化縣地區,彰化縣,員林,WYL,2級,169.06,3.29,1.64,2.4,0.18,0.15,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WYL.gif
114119,彰化縣地區,彰化縣,二林,WRL,2級,189.43,3.03,2.42,1.91,0.17,0.11,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WRL.gif
114119,彰化縣地區,彰化縣,鹿港,B112,1級,175.65,2.07,2.09,1.34,0.15,0.1,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-B112.gif
114119,彰化縣地區,彰化縣,大城,WTC,1級,199.45,1.97,1.68,0.8,0.13,0.1,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WTC.gif
114119,桃園市地區,桃園市,桃園市,NTY,3級,63.22,12.7,12.5,7.76,0.61,0.68,0.17,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NTY.gif
114119,桃園市地區,桃園市,三光,NSK,2級,59.47,7.23,4.97,1.75,0.32,0.25,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NSK.gif
114119,桃園市地區,桃園市,大溪,B011,2級,62.96,6.07,6.54,2.8,0.37,0.52,0.22,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-B011.gif
114119,桃園市地區,桃園市,中壢,NCU,2級,73.63,2.48,5.81,2.31,0.27,0.41,0.16,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NCU.gif
114119,桃園市地區,桃園市,新屋,NHW,2級,88.18,5.37,8.46,2.33,0.24,0.31,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NHW.gif
114119,新竹縣地區,新竹縣,關西,KSHI,3級,75.08,11.05,15.03,5.5,0.54,0.67,0.19,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-KSHI.gif
114119,新竹縣地區,新竹縣,竹東,NJD,3級,84.57,10.21,11.74,5.77,0.4,0.35,0.16,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NJD.gif
114119,新竹縣地區,新竹縣,五峰,NFF,2級,84.66,5.63,4.58,4.57,0.32,0.23,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NFF.gif
114119,新竹縣地區,新竹縣,竹北市,HSN,2級,90.65,3.91,4.0,2.95,0.34,0.19,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-HSN.gif
114119,基隆市地區,基隆市,基隆市,NOU,2級,32.94,3.64,1.98,1.74,0.25,0.18,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NOU.gif
114119,臺中市地區,臺中市,梨山,FUSS,2級,97.31,5.08,4.41,2.31,0.29,0.33,0.14,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-FUSS.gif
114119,臺中市地區,臺中市,德基,TWT,2級,103.08,4.74,7.27,2.48,0.27,0.37,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-TWT.gif
114119,臺中市地區,臺中市,烏石坑,WHP,2級,118.27,1.81,2.28,2.6,0.14,0.22,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WHP.gif
114119,臺中市地區,臺中市,霧峰,B219,2級,153.91,2.04,3.09,1.16,0.1,0.11,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-B219.gif
114119,臺中市地區,臺中市,大甲,WDJ,2級,141.41,,,,,,,
114119,臺中市地區,臺中市,臺中市,TCU,1級,148.51,0.85,0.85,0.77,0.09,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-TCU.gif
114119,臺中市地區,臺中市,梧棲,WWC,1級,156.5,1.88,2.1,2.67,0.23,0.17,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WWC.gif
114119,新竹市地區,新竹市,新竹市,HSN1,2級,90.79,5.87,5.79,4.26,0.32,0.27,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-HSN1.gif
114119,嘉義縣地區,嘉義縣,阿里山,ALS,2級,188.55,1.99,2.67,0.76,0.2,0.22,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-ALS.gif
114119,嘉義縣地區,嘉義縣,番路,WCKO,2級,207.73,1.99,2.58,0.89,0.11,0.14,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WCKO.gif
114119,嘉義縣地區,嘉義縣,太保市,CHY1,2級,227.74,2.34,2.54,1.81,0.17,0.13,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-CHY1.gif
114119,嘉義縣地區,嘉義縣,民雄,CHN2,1級,208.84,2.39,1.85,1.26,0.17,0.15,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-CHN2.gif
114119,嘉義縣地區,嘉義縣,義竹,CHN8,1級,241.47,1.76,1.64,1.27,0.17,0.21,0.29,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-CHN8.gif
114119,宜蘭縣地區,宜蘭縣,冬山,NDS,4級,33.51,31.63,30.85,14.97,3.09,2.26,1.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/4-NDS.gif
114119,宜蘭縣地區,宜蘭縣,南澳,ENA,4級,52.91,44.98,34.64,15.81,1.29,1.06,0.51,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/4-ENA.gif
114119,宜蘭縣地區,宜蘭縣,頭城,NTC,3級,8.52,11.56,9.25,5.48,0.75,0.4,0.19,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NTC.gif
114119,宜蘭縣地區,宜蘭縣,宜蘭市,ILA,3級,20.04,18.34,12.1,7.41,0.98,0.61,0.3,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-ILA.gif
114119,宜蘭縣地區,宜蘭縣,內城,TWE,3級,29.09,14.58,9.04,7.02,0.89,0.63,0.35,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-TWE.gif
114119,宜蘭縣地區,宜蘭縣,蘇澳,TWC,3級,30.54,10.34,8.88,6.0,0.45,0.45,0.31,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-TWC.gif
114119,宜蘭縣地區,宜蘭縣,牛鬥,ENT,3級,43.29,3.43,21.43,6.95,0.15,0.98,0.33,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-ENT.gif
114119,宜蘭縣地區,宜蘭縣,南山,NNS,3級,72.57,14.68,12.96,4.65,0.78,0.74,0.21,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-NNS.gif
114119,宜蘭縣地區,宜蘭縣,大同,NDT,2級,50.56,6.7,7.57,4.02,0.59,0.5,0.26,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-NDT.gif
114119,宜蘭縣地區,宜蘭縣,龜山島,EGS,1級,5.37,1.46,1.32,1.25,0.18,0.1,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-EGS.gif
114119,嘉義市地區,嘉義市,嘉義市,CHY,2級,214.64,2.6,2.68,0.76,0.14,0.18,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-CHY.gif
114118,南投縣地區,南投縣,奧萬大,OWD,3級,30.02,9.74,12.07,7.0,0.16,0.21,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/3-OWD.gif
114118,南投縣地區,南投縣,合歡山,WHF,3級,31.03,8.63,6.2,3.11,0.29,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/3-WHF.gif
114118,臺中市地區,臺中市,梨山,FUSS,2級,42.06,3.65,5.79,2.83,0.08,0.16,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-FUSS.gif
114118,臺中市地區,臺中市,德基,TWT,1級,47.29,0.76,1.3,0.65,0.02,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-TWT.gif
114118,花蓮縣地區,花蓮縣,銅門,ETM,4級,4.63,32.08,47.35,17.68,0.43,0.76,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/4-ETM.gif
114118,花蓮縣地區,花蓮縣,花蓮市,HWA,3級,15.5,8.35,9.87,6.78,0.17,0.21,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/3-HWA.gif
114118,花蓮縣地區,花蓮縣,西寶,ETLH,3級,30.74,9.15,16.54,7.29,0.16,0.29,0.14,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/3-ETLH.gif
114118,花蓮縣地區,花蓮縣,西林,ESL,2級,13.4,20.53,16.2,8.95,0.17,0.15,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-ESL.gif
114118,花蓮縣地區,花蓮縣,鹽寮,EYL,2級,13.76,3.45,3.25,2.01,0.09,0.1,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-EYL.gif
114118,花蓮縣地區,花蓮縣,水璉,SHUL,2級,18.43,3.16,2.81,4.59,0.11,0.08,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-SHUL.gif
114118,花蓮縣地區,花蓮縣,光復,EGFH,2級,29.29,5.39,3.38,5.57,0.11,0.09,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-EGFH.gif
114118,花蓮縣地區,花蓮縣,太魯閣,ETL,2級,29.78,15.21,18.76,7.76,0.15,0.18,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-ETL.gif
114118,花蓮縣地區,花蓮縣,秀林,TWD,1級,21.67,2.24,2.24,1.88,0.03,0.03,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-TWD.gif
114118,花蓮縣地區,花蓮縣,紅葉,EHY,1級,49.39,1.95,2.04,0.78,0.03,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-EHY.gif
114118,花蓮縣地區,花蓮縣,和平,EHP,1級,50.76,1.77,2.03,2.34,0.04,0.04,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-EHP.gif
114118,宜蘭縣地區,宜蘭縣,南山,NNS,2級,57.01,2.92,3.53,1.56,0.07,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/2-NNS.gif
114118,宜蘭縣地區,宜蘭縣,南澳,ENA,1級,61.91,3.92,3.37,1.25,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-ENA.gif
114118,宜蘭縣地區,宜蘭縣,牛鬥,ENT,1級,79.25,0.15,1.32,0.25,0.01,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025118/1-ENT.gif
114117,南投縣地區,南投縣,合歡山,WHF,2級,69.65,3.67,1.77,1.42,0.12,0.1,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-WHF.gif
114117,南投縣地區,南投縣,奧萬大,OWD,1級,82.31,1.18,1.12,0.79,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-OWD.gif
114117,臺北市地區,臺北市,信義區,NHY,1級,106.81,1.59,1.08,1.55,0.03,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NHY.gif
114117,新北市地區,新北市,烏來,A124,1級,89.57,0.91,0.48,0.61,0.04,0.02,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-A124.gif
114117,新北市地區,新北市,新店,NHDH,1級,100.36,0.68,0.78,0.46,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NHDH.gif
114117,新北市地區,新北市,汐止,NXZ,1級,108.15,1.03,1.09,0.58,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NXZ.gif
114117,新北市地區,新北市,新北市,A024,1級,108.55,0.65,0.79,0.59,0.04,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-A024.gif
114117,新北市地區,新北市,淡水,NTS,1級,124.19,,,,,,,
114117,新北市地區,新北市,五分山,NWF,1級,104.25,,,,,,,
114117,花蓮縣地區,花蓮縣,和平,EHP,3級,27.84,10.41,6.14,5.12,0.37,0.32,0.19,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/3-EHP.gif
114117,花蓮縣地區,花蓮縣,太魯閣,ETL,3級,34.06,7.18,10.35,3.22,0.15,0.23,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/3-ETL.gif
114117,花蓮縣地區,花蓮縣,西寶,ETLH,3級,48.83,7.4,9.85,4.78,0.27,0.31,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/3-ETLH.gif
114117,花蓮縣地區,花蓮縣,花蓮市,HWA,2級,39.79,2.68,2.6,1.4,0.14,0.18,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-HWA.gif
114117,花蓮縣地區,花蓮縣,銅門,ETM,2級,51.34,2.96,3.87,3.41,0.11,0.1,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-ETM.gif
114117,花蓮縣地區,花蓮縣,鹽寮,EYL,2級,45.13,3.14,3.42,1.6,0.14,0.17,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-EYL.gif
114117,花蓮縣地區,花蓮縣,秀林,TWD,1級,36.63,1.59,1.63,1.77,0.06,0.07,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-TWD.gif
114117,花蓮縣地區,花蓮縣,水璉,SHUL,1級,56.56,1.12,0.87,0.84,0.07,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-SHUL.gif
114117,苗栗縣地區,苗栗縣,南庄,NST,1級,110.21,0.71,0.87,0.3,0.05,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NST.gif
114117,彰化縣地區,彰化縣,彰化市,WCHH,1級,142.46,1.11,0.87,0.4,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-WCHH.gif
114117,桃園市地區,桃園市,三光,NSK,1級,83.81,0.97,0.82,0.32,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NSK.gif
114117,新竹縣地區,新竹縣,竹東,NJD,1級,109.81,,,,,,,
114117,臺中市地區,臺中市,梨山,FUSS,1級,73.41,1.21,1.78,1.09,0.08,0.08,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-FUSS.gif
114117,臺中市地區,臺中市,德基,TWT,1級,81.68,1.04,1.85,0.58,0.04,0.12,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-TWT.gif
114117,宜蘭縣地區,宜蘭縣,南澳,ENA,3級,37.6,11.32,8.64,5.32,0.28,0.23,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/3-ENA.gif
114117,宜蘭縣地區,宜蘭縣,冬山,NDS,2級,59.41,2.48,3.19,1.47,0.14,0.2,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-NDS.gif
114117,宜蘭縣地區,宜蘭縣,南山,NNS,2級,66.86,2.91,3.65,0.93,0.12,0.17,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-NNS.gif
114117,宜蘭縣地區,宜蘭縣,牛鬥,ENT,2級,67.05,0.47,2.88,0.91,0.02,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-ENT.gif
114117,宜蘭縣地區,宜蘭縣,蘇澳,TWC,2級,52.24,,,,,,,
114117,宜蘭縣地區,宜蘭縣,宜蘭市,ILA,2級,71.53,4.3,2.73,1.51,0.26,0.19,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/2-ILA.gif
114117,宜蘭縣地區,宜蘭縣,大同,NDT,1級,67.85,1.26,0.92,0.52,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NDT.gif
114117,宜蘭縣地區,宜蘭縣,內城,TWE,1級,69.33,1.67,1.41,0.64,0.1,0.07,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-TWE.gif
114117,宜蘭縣地區,宜蘭縣,頭城,NTC,1級,79.57,0.98,0.95,0.58,0.09,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025117/1-NTC.gif
114116,南投縣地區,南投縣,竹山,WJS,3級,75.27,9.33,10.02,3.52,0.4,0.37,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025116/3-WJS.gif
114116,南投縣地區,南投縣,玉山,YUS,2級,55.12,5.89,5.23,1.98,0.35,0.24,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025116/2-YUS.gif
114116,南投縣地區,南投縣,信義鄉,WHY,2級,66.7,6.33,7.23,3.74,0.24,0.3,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025116/2-WHY.gif
114116,南投縣地區,南投縣,南投市,WNT1,2級,83.57,2.45,2.74,3.26,0.14,0.19,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025116/2-WNT1.gif
